"","symbol","log2FoldChange","pvalue","padj"
"ENSG00000185650","ZFP36L1",-0.64187944114697,5.99835632388098e-09,0.000134177232608894
"ENSG00000130402","ACTN4",0.780978681946984,6.16002625875155e-09,0.000137793627382013
"ENSG00000123610","TNFAIP6",-2.57048318405551,6.190896693141e-09,0.000138484168128871
"ENSG00000165821","SALL2",-0.818793875937535,6.21355848083482e-09,0.000138991089657794
"ENSG00000134201","GSTM5",-0.707168747819998,6.32491807836326e-09,0.000141482092494908
"ENSG00000131242","RAB11FIP4",-2.18963399796448,6.33759157182325e-09,0.000141765585870114
"ENSG00000134769","DTNA",-0.887283081280851,6.3612728697674e-09,0.000142295312823827
"ENSG00000072310","SREBF1",-0.698834587519444,6.40347757050914e-09,0.000143239389774719
"ENSG00000269728",NA,1.09675700466637,6.44494057127917e-09,0.000144166875638944
"ENSG00000138468","SENP7",-0.751596359432979,6.49729019961788e-09,0.000145337884475252
"ENSG00000173706","HEG1",0.739944001745128,6.56423699127521e-09,0.000146835417257835
"ENSG00000115091","ACTR3",0.564492694898376,6.58502843715296e-09,0.000147300501110675
"ENSG00000176845","METRNL",-0.564163932853976,6.80365008229297e-09,0.000152190848690811
"ENSG00000116001","TIA1",-0.505122327112587,7.28709605284697e-09,0.000163005051606134
"ENSG00000141458","NPC1",0.837346581240716,7.29625945241765e-09,0.000163210027691131
"ENSG00000164761","TNFRSF11B",-1.63178589734059,7.66971937994814e-09,0.00017156395281006
"ENSG00000010017","RANBP9",0.72086885793212,7.70206359243494e-09,0.000172287460499177
"ENSG00000131634","TMEM204",0.755730721288989,7.75577020876428e-09,0.000173488823799848
"ENSG00000148082","SHC3",0.687911021275861,7.83729487555606e-09,0.000175312449071313
"ENSG00000261597",NA,-1.04415331634912,7.86207703052357e-09,0.000175866801095782
"ENSG00000162604","TM2D1",0.63228703110747,8.16713060891216e-09,0.000182690544590756
"ENSG00000130956","HABP4",0.570225874631214,8.84510186249935e-09,0.000197856083562248
"ENSG00000204103","MAFB",-1.93313992408998,9.03808384686222e-09,0.000202172897570461
"ENSG00000214548","MEG3",-0.540186697836773,9.26855998486289e-09,0.000207328418301398
"ENSG00000205581","HMGN1",-0.554106355841737,9.27036128832077e-09,0.000207368711658447
"ENSG00000196476","C20orf96",-1.04831469345167,9.36221136437135e-09,0.000209423306009623
"ENSG00000065526","SPEN",0.65588414772619,9.39433971165208e-09,0.000210141985009945
"ENSG00000187720","THSD4",-0.743929755461383,9.39780973430466e-09,0.000210219605946661
"ENSG00000158813","EDA",1.48161789127113,9.4262676377274e-09,0.000210856180788324
"ENSG00000068305","MEF2A",0.529082855603346,9.49779480361423e-09,0.000212456171962047
"ENSG00000157216","SSBP3",0.745170946832847,9.51582568533497e-09,0.000212859504755258
"ENSG00000198018","ENTPD7",-0.84014477341215,9.52601584900142e-09,0.000213087448526313
"ENSG00000102221","JADE3",-0.905119078867951,9.66634281062139e-09,0.00021622642233079
"ENSG00000171608","PIK3CD",0.786859403900782,9.86060996919698e-09,0.000220571984400967
"ENSG00000090565","RAB11FIP3",0.491463580094111,9.9665198374758e-09,0.000222941082244496
"ENSG00000104687","GSR",0.80612464105738,9.97026572993844e-09,0.000223024874112993
"ENSG00000144746","ARL6IP5",0.499257982309274,1.01262775564948e-08,0.000226514702661232
"ENSG00000270504",NA,0.738991400790539,1.02677179742548e-08,0.000229678583366106
"ENSG00000142871","CCN1",1.74044056531012,1.0528690392408e-08,0.000235516275387775
"ENSG00000109339","MAPK10",-0.759849429426752,1.07315495815082e-08,0.000240054032588756
"ENSG00000145901","TNIP1",0.565427560342587,1.08747885196903e-08,0.000243258144396952
"ENSG00000141574","SECTM1",-0.677593795422592,1.201453157805e-08,0.0002687530568694
"ENSG00000110057","UNC93B1",0.694186461405055,1.21083212271483e-08,0.00027085103753008
"ENSG00000066322","ELOVL1",0.526667913256629,1.21788108727412e-08,0.000272427820412347
"ENSG00000261888",NA,-0.735844236240439,1.24341737944696e-08,0.00027814003360849
"ENSG00000109680","TBC1D19",-0.709231155204969,1.25408712783911e-08,0.00028052674962633
"ENSG00000175538","KCNE3",-1.19703465717136,1.25479799355343e-08,0.000280685763177968
"ENSG00000132613","MTSS2",0.72976258303217,1.30436057289261e-08,0.000291772416550349
"ENSG00000148468","FAM171A1",-0.680070763252659,1.30975568240043e-08,0.000292979248596153
"ENSG00000078018","MAP2",0.833903487901458,1.35313100519327e-08,0.000302681874551682
"ENSG00000138678","GPAT3",1.17509145722924,1.35338356166246e-08,0.000302738368908276
"ENSG00000066697","MSANTD3",-0.66522994126524,1.36826167926264e-08,0.000306066455034259
"ENSG00000166347","CYB5A",0.594816801702664,1.37392047722006e-08,0.000307332271549354
"ENSG00000272341",NA,-1.48645985230722,1.40698856767374e-08,0.000314729272702939
"ENSG00000159842","ABR",-0.451591936043262,1.40704563803763e-08,0.000314742038772638
"ENSG00000172738","TMEM217",-1.81198314556714,1.48570694095838e-08,0.000332337785622981
"ENSG00000167553","TUBA1C",-0.862850220715848,1.52295141806637e-08,0.000340669002707267
"ENSG00000170791","CHCHD7",0.71412181678687,1.55405549779741e-08,0.000347626674302302
"ENSG00000159216","RUNX1",0.489177711067352,1.59341189845247e-08,0.000356430307564832
"ENSG00000183723","CMTM4",0.787960760922755,1.63091198623171e-08,0.00036481870220017
"ENSG00000134046","MBD2",0.545319055918932,1.7712454860992e-08,0.000396209902785529
"ENSG00000154217","PITPNC1",0.887585899980168,1.81920720902498e-08,0.000406938460586798
"ENSG00000028277","POU2F2",-2.0900600264881,1.85011579189384e-08,0.000413852401488733
"ENSG00000169031","COL4A3",2.14823157420001,1.85112831665786e-08,0.000414078893153197
"ENSG00000137076","TLN1",0.555533524336913,1.86151112547695e-08,0.000416401423657938
"ENSG00000183049","CAMK1D",-0.783252124299164,1.86769325308845e-08,0.000417784303783355
"ENSG00000109501","WFS1",0.527269815912332,1.90092968231284e-08,0.000425218960636559
"ENSG00000064115","TM7SF3",0.814113832101441,1.99830078386344e-08,0.000446999902342412
"ENSG00000165533","TTC8",-0.567282016507517,2.01087555535245e-08,0.000449812752976789
"ENSG00000196739","COL27A1",-1.1055529138157,2.01278461727164e-08,0.000450239791037493
"ENSG00000197045","GMFB",0.622518482643928,2.01734305873732e-08,0.000451259468808952
"ENSG00000211455","STK38L",0.603862016577849,2.06094298442738e-08,0.000461012336186561
"ENSG00000147130","ZMYM3",-0.588613134763877,2.08651391134118e-08,0.000466732296827907
"ENSG00000163660","CCNL1",0.498954483017524,2.11819247886296e-08,0.000473818475596856
"ENSG00000122863","CHST3",0.806458939033059,2.13306868392259e-08,0.000477146133906644
"ENSG00000176974","SHMT1",0.92165409570601,2.15529505396622e-08,0.000482117950621703
"ENSG00000182621","PLCB1",-0.762895234207922,2.16598660324753e-08,0.000484509543280441
"ENSG00000235649","MXRA5Y",-1.11400853877062,2.191967156913e-08,0.000490321133329869
"ENSG00000159167","STC1",1.96935367091193,2.20873581572629e-08,0.000494072114619814
"ENSG00000140022","STON2",-1.05158967940402,2.24812772201328e-08,0.000502883690137151
"ENSG00000162998","FRZB",1.63612573327062,2.26247133124801e-08,0.000506092212086868
"ENSG00000100206","DMC1",1.93382709747026,2.35662255006494e-08,0.000527152898224025
"ENSG00000108861","DUSP3",0.498208724943449,2.36622349589304e-08,0.000529300533796315
"ENSG00000198728","LDB1",-0.534212667099079,2.39074497710861e-08,0.000534785743929424
"ENSG00000117600","PLPPR4",-2.37605645629443,2.40646320068181e-08,0.000538301753360514
"ENSG00000264868",NA,4.30846573550619,2.44831952926175e-08,0.00054766459550056
"ENSG00000168917","SLC35G2",0.808209941479717,2.47137794793593e-08,0.000552822533173788
"ENSG00000261490",NA,1.42348318985168,2.482004680162e-08,0.000555199626905437
"ENSG00000181827","RFX7",-0.565565177950285,2.50676535429675e-08,0.000560738342102641
"ENSG00000168843","FSTL5",-1.68004650972614,2.53704728508419e-08,0.000567512107200483
"ENSG00000110492","MDK",-0.48832159085395,2.54689385506008e-08,0.00056971468643839
"ENSG00000173757","STAT5B",0.508286041958786,2.68296979570587e-08,0.000600153513601445
"ENSG00000172667","ZMAT3",-0.474052064796472,2.70469094201027e-08,0.000605012316818278
"ENSG00000233608","TWIST2",0.70665374320665,2.83565120595289e-08,0.000634306818259601
"ENSG00000166260","COX11",1.01735347919458,2.8518677426972e-08,0.000637934295363937
"ENSG00000165637","VDAC2",0.525714522024344,2.85557875864821e-08,0.000638764412522018
"ENSG00000154608",NA,-0.613113883692158,2.89794588677074e-08,0.000648241515411746
"ENSG00000155897","ADCY8",-4.0252756416902,2.96653179545766e-08,0.000663583497325924
"ENSG00000135749","PCNX2",-0.600390905070307,3.0731173684562e-08,0.000687425624149968
"ENSG00000111642","CHD4",-0.438907451759618,3.10961246203495e-08,0.000695589211632598
"ENSG00000184575","XPOT",-0.585291782431966,3.155357149771e-08,0.000705821840832275
"ENSG00000182551","ADI1",0.550991614096245,3.18874170190206e-08,0.000713289631298472
"ENSG00000163803","PLB1",1.41749205387732,3.23490685591184e-08,0.000723616314598919
"ENSG00000148541","FAM13C",-1.44631976644311,3.33092343885321e-08,0.000745094264037075
"ENSG00000130635","COL5A1",-0.565895701892347,3.33444111543123e-08,0.000745881133110812
"ENSG00000113083","LOX",0.46840913356186,3.37369599477379e-08,0.000754662057070948
"ENSG00000168303","MPLKIP",0.746788965383004,3.38646465227564e-08,0.000757518278067538
"ENSG00000084764","MAPRE3",-0.7523812220386,3.39292339661495e-08,0.000758963034588799
"ENSG00000124225","PMEPA1",-1.07133647406994,3.55672814461521e-08,0.000795604518668976
"ENSG00000187955","COL14A1",-0.864598316522726,3.58025831295888e-08,0.000800867982025771
"ENSG00000105643","ARRDC2",0.784067834684813,3.61767504237044e-08,0.000809237730227843
"ENSG00000148400","NOTCH1",-0.792429147698143,3.63014320467515e-08,0.000812026733453785
"ENSG00000185499","MUC1",0.823165725414053,3.7250978148491e-08,0.000833267130203595
"ENSG00000244486","SCARF2",0.541403617550982,3.84260131574523e-08,0.000859551488319051
"ENSG00000181027","FKRP",0.638459031620926,3.8638621880416e-08,0.000864307332843025
"ENSG00000119673","ACOT2",0.758712354897745,3.87014659645694e-08,0.000865713092161452
"ENSG00000123358","NR4A1",1.25478297975996,3.8904820170439e-08,0.00087026192239255
"ENSG00000185532","PRKG1",-0.516403490569439,4.07083488021358e-08,0.000910605054354977
"ENSG00000172935","MRGPRF",0.543572428023534,4.09182399998186e-08,0.000915300110555943
"ENSG00000084636","COL16A1",-0.565728122308936,4.18382906855946e-08,0.000935880724346065
"ENSG00000109265","CRACD",-1.2813931144645,4.28639361360495e-08,0.000958823387427291
"ENSG00000248869","LINC02511",-1.55708049843061,4.40357911508206e-08,0.000985036612252705
"ENSG00000178764","ZHX2",-0.656865787237601,4.42697561703981e-08,0.000990270175775636
"ENSG00000133026","MYH10",0.618166547860377,4.45515165856245e-08,0.000996572874503834
"ENSG00000122641","INHBA",0.973835448338603,4.52778740296693e-08,0.00101282076416967
"ENSG00000259758",NA,0.735258555528247,4.60157473252317e-08,0.00102932625191811
"ENSG00000184640","SEPTIN9",-0.430164691442234,4.66801763676584e-08,0.00104418886516815
"ENSG00000160712","IL6R",0.644727183767549,4.69072415765629e-08,0.00104926808682614
"ENSG00000108960","MMD",1.68674202053236,4.71841298971787e-08,0.00105546180166999
"ENSG00000120149","MSX2",-1.02333027330878,4.775702651787e-08,0.00106827692617823
"ENSG00000273131",NA,0.699057679573956,4.86476394450042e-08,0.0010881990467453
"ENSG00000241644","INMT",1.10678877703175,4.883784800369e-08,0.00109245382199454
"ENSG00000197555","SIPA1L1",-0.517610676740477,4.88784153051689e-08,0.00109336127196132
"ENSG00000248290",NA,-0.491878409111107,4.92990912059568e-08,0.00110277137118605
"ENSG00000125965","GDF5",-1.29272642947783,4.96805725167028e-08,0.00111130472662613
"ENSG00000105499","PLA2G4C",-1.03181612034313,5.00255794361008e-08,0.00111902218640614
"ENSG00000184009","ACTG1",0.61779600767109,5.04179810267037e-08,0.00112779981758634
"ENSG00000163069","SGCB",0.513961109211639,5.08874621647568e-08,0.00113830164116344
"ENSG00000154188","ANGPT1",0.559197709935694,5.26883094421439e-08,0.00117858479391132
"ENSG00000133103","COG6",-0.572913394377675,5.29882350047104e-08,0.00118529382882037
"ENSG00000148908","RGS10",-0.633824229855605,5.31755688620744e-08,0.00118948429987574
"ENSG00000139793","MBNL2",0.50887211748607,5.42101986040115e-08,0.00121262793257313
"ENSG00000168781","PPIP5K1",-0.869288128493663,5.51991261555007e-08,0.00123474925297239
"ENSG00000152495","CAMK4",-1.32338251414744,5.54603746154186e-08,0.0012405931197723
"ENSG00000054938","CHRDL2",-1.51096192963754,5.54785955924736e-08,0.00124100070480804
"ENSG00000148180","GSN",0.514086204280052,5.55135294873302e-08,0.00124178214110209
"ENSG00000149792","MRPL49",-0.54163302365798,5.5578491968936e-08,0.00124323528685313
"ENSG00000137273","FOXF2",-0.758885653650502,5.56013358360868e-08,0.00124374628131743
"ENSG00000147202","DIAPH2",0.670301815181297,5.59710451012948e-08,0.00125201630787086
"ENSG00000177706","FAM20C",0.905880675224187,5.86155448161613e-08,0.00131117112199271
"ENSG00000132541","RIDA",-0.641963710414381,5.90753430666477e-08,0.00132145634905784
"ENSG00000146247","PHIP",-0.459255077426314,5.92832046553893e-08,0.0013261060049364
"ENSG00000111231","GPN3",0.749802001997891,6.00252624993493e-08,0.00134270509684795
"ENSG00000130224","LRCH2",0.770067728593765,6.0052879797495e-08,0.00134332286819017
"ENSG00000123983","ACSL3",-0.43877695236359,6.06694347618175e-08,0.0013571145861871
"ENSG00000107338","SHB",-1.00855336131514,6.14481394348555e-08,0.00137453343101828
"ENSG00000021355","SERPINB1",0.596642698990173,6.21063840278799e-08,0.00138925770431965
"ENSG00000197312","DDI2",1.04132641006549,6.21568764507753e-08,0.00139038716932739
"ENSG00000170921","TANC2",0.597971184156345,6.38855393882513e-08,0.00142905563057579
"ENSG00000186198","SLC51B",-1.62648791431768,6.42861407435848e-08,0.00143801668229325
"ENSG00000196526","AFAP1",-0.61332205860725,6.6190237953537e-08,0.00148060943278267
"ENSG00000174899",NA,0.764791987296639,6.67675790022339e-08,0.00149352397470097
"ENSG00000111885","MAN1A1",0.778561641105616,6.71545233213215e-08,0.00150217953217464
"ENSG00000109625","CPZ",-1.81437680822269,6.79863537279919e-08,0.00152078674654145
"ENSG00000164920","OSR2",-0.782530234524251,6.89829228137442e-08,0.00154307900042064
"ENSG00000135070","ISCA1",0.536470857708296,6.94512943454443e-08,0.00155355600321324
"ENSG00000104695","PPP2CB",0.552239649544985,6.94832036003114e-08,0.00155426978133537
"ENSG00000231924","PSG1",-1.07295102392346,6.95472939867389e-08,0.00155570341918936
"ENSG00000140511","HAPLN3",1.49080936641498,7.14255700526534e-08,0.0015977185765078
"ENSG00000213626","LBH",1.55583955650517,7.1450174757075e-08,0.00159826895914101
"ENSG00000164305","CASP3",0.738742040401209,7.2661899882257e-08,0.00162537403846621
"ENSG00000250722","SELENOP",0.483109465524993,7.36286591682754e-08,0.00164699947693515
"ENSG00000120899","PTK2B",0.988807150956901,7.42899801864132e-08,0.00166179256678988
"ENSG00000080200","CRYBG3",-0.631934751572368,7.46012028642977e-08,0.00166875430687148
"ENSG00000165915","SLC39A13",0.616118740963276,7.51792338689135e-08,0.00168168428241373
"ENSG00000162817","C1orf115",1.14976750063985,7.52532684624356e-08,0.00168334036223622
"ENSG00000140443","IGF1R",0.557840458101414,7.69376690353797e-08,0.00172101871865241
"ENSG00000189007","ADAT2",-1.08940987199984,7.81329980432797e-08,0.00174775703323012
"ENSG00000065882","TBC1D1",0.577327907079862,7.94804428486491e-08,0.00177789802608143
"ENSG00000149289","ZC3H12C",0.726712734511351,7.95325758004369e-08,0.00177906418807997
"ENSG00000143771","CNIH4",0.509102907913896,7.95644634606353e-08,0.00177977748315095
"ENSG00000138356","AOX1",1.55434193780422,7.96023311666461e-08,0.00178062454586671
"ENSG00000151491","EPS8",0.534239917578036,8.00455732026494e-08,0.00179053942697006
"ENSG00000102385","DRP2",-1.07686518857724,8.17388909951405e-08,0.0018284172526703
"ENSG00000188312","CENPP",-1.29638217067799,8.23657695416896e-08,0.00184243989887805
"ENSG00000156671","SAMD8",0.597786237506134,8.28112094436149e-08,0.00185240394404422
"ENSG00000111816","FRK",-1.15208682483269,8.32786193716792e-08,0.00186285943672509
"ENSG00000206052","DOK6",-1.1277409172524,8.33181739019817e-08,0.00186374423201343
"ENSG00000031081","ARHGAP31",-0.702617968962928,8.39130088127531e-08,0.00187705009413248
"ENSG00000196843","ARID5A",0.706440268896225,8.52060753273094e-08,0.00190597469899658
"ENSG00000236104","ZBTB22",-0.636727755457925,8.63115588654987e-08,0.00193070326026234
"ENSG00000121753","ADGRB2",-0.647378781246688,8.78256949649778e-08,0.00196457297067159
"ENSG00000136560","TANK",0.539589558232443,8.79468802793404e-08,0.00196728376496857
"ENSG00000006114",NA,-0.513229891882739,8.83308078028243e-08,0.00197587183974138
"ENSG00000101460","MAP1LC3A",0.587737954791177,8.83713247629778e-08,0.00197677816362305
"ENSG00000185561","TLCD2",1.00857295533531,8.94133814176298e-08,0.00200008792893096
"ENSG00000074219","TEAD2",-0.718023735703226,9.2673681863233e-08,0.00207301758959866
"ENSG00000101134","DOK5",-0.910386811532982,9.89755157042503e-08,0.00221398331078837
"ENSG00000156239","HEMK2",-0.751371399994813,1.00146098320619e-07,0.00224016807333393
"ENSG00000070081","NUCB2",-0.455034536202541,1.00456853772654e-07,0.00224711936204049
"ENSG00000084652","TXLNA",0.41062262857282,1.01437665111733e-07,0.00226905913088435
"ENSG00000006025","OSBPL7",-0.949040343569532,1.02428187328698e-07,0.00229121612235564
"ENSG00000088325","TPX2",-0.862102036627892,1.06295497445e-07,0.00237772398234721
"ENSG00000074935","TUBE1",-0.711993134429843,1.09463939310827e-07,0.00244859885844389
"ENSG00000259660",NA,-1.0383090231861,1.1219687727064e-07,0.00250973194766694
"ENSG00000105281","SLC1A5",0.408903294607385,1.12400466125709e-07,0.002514286026766
"ENSG00000157168","NRG1",-1.61870768962116,1.12749818076303e-07,0.00252210068054882
"ENSG00000153066","TXNDC11",0.538302062006029,1.13402832993608e-07,0.00253670797123401
"ENSG00000112290","WASF1",0.535975582045337,1.16443590232627e-07,0.00260472666991364
"ENSG00000168811","IL12A",-2.07024064490887,1.19283969012345e-07,0.00266826310283715
"ENSG00000226137","BAIAP2-DT",-0.581887651384385,1.21344922532151e-07,0.00271436457212169
"ENSG00000164530","PI16",-1.56398295548168,1.22229360801913e-07,0.00273414857177798
"ENSG00000272565",NA,0.826604463132002,1.2246546167662e-07,0.00273942991224431
"ENSG00000122877","EGR2",-3.06695653610893,1.23661689973785e-07,0.0027661883430236
"ENSG00000109881","CCDC34",-1.33879711839922,1.23668427100535e-07,0.00276633904581188
"ENSG00000168792","ABHD15",0.655422055626403,1.2485437539282e-07,0.002792867523162
"ENSG00000136141","LRCH1",-0.612015056355308,1.25528577049845e-07,0.00280794874002798
"ENSG00000089060","SLC8B1",0.496786253821146,1.2569364804597e-07,0.00281164121314031
"ENSG00000127863","TNFRSF19",-0.883861065781386,1.28685464885483e-07,0.00287856516402338
"ENSG00000094916","CBX5",-0.560915840206421,1.31032139071943e-07,0.00293105791890029
"ENSG00000067177","PHKA1",0.88249910999694,1.32268276642248e-07,0.00295870908021043
"ENSG00000100234","TIMP3",-0.699997808192779,1.34007822635894e-07,0.00299762098454231
"ENSG00000139354","GAS2L3",-1.13501484817448,1.36716158900634e-07,0.00305820375844828
"ENSG00000168077","SCARA3",-0.613631537734665,1.37311064607646e-07,0.00307151120420844
"ENSG00000108468","CBX1",-0.468224286626914,1.37557301968834e-07,0.00307701928774084
"ENSG00000136531","SCN2A",-0.865004372572288,1.37950112844056e-07,0.00308580607420868
"ENSG00000187446","CHP1",0.452533780690731,1.3908706433687e-07,0.00311123854215145
"ENSG00000182985","CADM1",-1.26209939268471,1.4218385507706e-07,0.00318051065421876
"ENSG00000166165","CKB",0.811241475185654,1.4291765984537e-07,0.00319692513308108
"ENSG00000156011","PSD3",-0.537379986574842,1.43041302242742e-07,0.00319969088986789
"ENSG00000155975","VPS37A",0.482175084438721,1.4551704087342e-07,0.00325507068729753
"ENSG00000182158","CREB3L2",0.538330275141806,1.46502317016992e-07,0.00327711032935309
"ENSG00000112078","KCTD20",0.56815517910445,1.47551291762358e-07,0.00330057484543219
"ENSG00000137965","IFI44",-0.840788982550426,1.52423232335135e-07,0.00340955528410465
"ENSG00000143028","SYPL2",1.22002935285491,1.555108412701e-07,0.00347862200837087
"ENSG00000129353","SLC44A2",0.557303455073801,1.64093257430958e-07,0.00367060207547309
"ENSG00000136378","ADAMTS7",0.740963075027205,1.65916380035743e-07,0.00371138350501953
"ENSG00000165732","DDX21",0.501350570384366,1.68721421411438e-07,0.00377412947555245
"ENSG00000125675","GRIA3",-0.707409181400214,1.70118617694607e-07,0.00380538335921067
"ENSG00000170776","AKAP13",0.556011476949023,1.72964559080519e-07,0.00386904422207213
"ENSG00000181634","TNFSF15",-2.70683653763916,1.73104322596127e-07,0.00387217059215276
"ENSG00000131711","MAP1B",-0.460173883910594,1.74089187045672e-07,0.00389420102502464
"ENSG00000106524","ANKMY2",-0.647691146032744,1.74420204784289e-07,0.00390160556081977
"ENSG00000123685","BATF3",1.87233707983894,1.78212293980793e-07,0.00398643080405637
"ENSG00000221829","FANCG",-0.93358158614636,1.78990877798306e-07,0.00400384694547032
"ENSG00000204371","EHMT2",-0.507812642484267,1.82794784669088e-07,0.00408893653826282
"ENSG00000148926","ADM",0.681643438493846,1.82995114130895e-07,0.004093417707994
"ENSG00000161267","BDH1",1.45338778136176,1.8330440327984e-07,0.00410033619696675
"ENSG00000123352","SPATS2",-0.588243273076305,1.83664220588457e-07,0.0041083849503432
"ENSG00000100644","HIF1A",0.555951863273871,1.8725311771365e-07,0.00418866499013664
"ENSG00000225151",NA,-0.762007608429668,1.88507663568619e-07,0.00421672792636644
"ENSG00000169946","ZFPM2",-0.591416622229421,1.91596279629623e-07,0.00428581717903504
"ENSG00000113319","RASGRF2",-0.638273284128438,1.94190941766502e-07,0.00434385717637488
"ENSG00000148158","SNX30",-0.568159782642376,1.95438404177631e-07,0.00437176166304943
"ENSG00000197217","ENTPD4",0.59824389827432,1.95788815039437e-07,0.00437960000361717
"ENSG00000117122","MFAP2",-0.647084430886235,1.99417254091109e-07,0.00446076455676402
"ENSG00000260841",NA,1.23581324732367,2.0797472839437e-07,0.00465218669945366
"ENSG00000167191","GPRC5B",1.74911974373528,2.14637561738634e-07,0.0048012276185315
"ENSG00000162664","ZNF326",-0.484169103445763,2.18970549614427e-07,0.00489815222432512
"ENSG00000117280","RAB29",0.531571771233795,2.19481942003425e-07,0.00490959156067462
"ENSG00000153208","MERTK",-1.23503378714135,2.23020473039722e-07,0.00498874496142553
"ENSG00000178015","GPR150",2.51233209463619,2.23690650442431e-07,0.00500373615974673
"ENSG00000011485","PPP5C",0.548631716441166,2.27071478557921e-07,0.00507936190386214
"ENSG00000131669","NINJ1",-0.618233081292818,2.29323995401115e-07,0.00512974845312753
"ENSG00000106571","GLI3",-0.515126424009073,2.29614077422458e-07,0.00513623729786295
"ENSG00000057657","PRDM1",1.2084086700722,2.31742420301685e-07,0.0051838461997284
"ENSG00000106991","ENG",-0.425407889694314,2.32153150313947e-07,0.00519303381937267
"ENSG00000139112","GABARAPL1",0.460394454174101,2.38232258872384e-07,0.00532901739871636
"ENSG00000034152","MAP2K3",0.892036864545869,2.39389853426929e-07,0.00535491163130697
"ENSG00000110628","SLC67A1",0.70461129701596,2.39411130285941e-07,0.0053553875733662
"ENSG00000254254","PENK-AS1",1.44487790197002,2.39631505006106e-07,0.00536031713548159
"ENSG00000181826","RELL1",0.962901496942436,2.41167484733473e-07,0.00539467546600305
"ENSG00000149257","SERPINH1",-0.699206746641993,2.42080873366349e-07,0.00541510705633186
"ENSG00000172939","OXSR1",0.463915383330454,2.47981981147456e-07,0.00554710893628745
"ENSG00000147140","NONO",-0.405369248063129,2.51357016330734e-07,0.00562260509830218
"ENSG00000006607","FARP2",0.597986711558002,2.52932052972391e-07,0.00565783709293942
"ENSG00000166483","WEE1",0.616222733715034,2.54589239713178e-07,0.00569490670314407
"ENSG00000130600","H19",-1.32007541774081,2.58967115060201e-07,0.00579283539678163
"ENSG00000197457","STMN3",-0.622651519047952,2.59081356911159e-07,0.00579539087274572
"ENSG00000006283","CACNA1G",-1.46589533293359,2.59147239717522e-07,0.00579686460524126
"ENSG00000156869","FRRS1",-0.805640290482416,2.60558216162708e-07,0.00582842673734361
"ENSG00000135926","TMBIM1",0.532873300594123,2.65835857383951e-07,0.00594648229382159
"ENSG00000121210","TMEM131L",-0.612802994361203,2.68127083716964e-07,0.00599773473566477
"ENSG00000214575","CPEB1",-0.837997665816243,2.7024876001747e-07,0.00604519451283078
"ENSG00000247311",NA,2.66693625091051,2.70402245587224e-07,0.00604862783154062
"ENSG00000179981","TSHZ1",-0.653426385613313,2.78044051276982e-07,0.00621956738301481
"ENSG00000091262","ABCC6",-1.06659382886836,2.79037431638975e-07,0.00624178830833224
"ENSG00000153936","HS2ST1",0.810636750448401,2.80274897441005e-07,0.00626946918085783
"ENSG00000164543","STK17A",-0.648557581079096,2.8114039742561e-07,0.00628882955001347
"ENSG00000235513",NA,-2.15867008309645,2.84801024807883e-07,0.00637071412392753
"ENSG00000088826","SMOX",-0.784090482561296,2.85819072572437e-07,0.00639348683437283
"ENSG00000053747","LAMA3",0.954855043697478,2.92240999151433e-07,0.00653713891001841
"ENSG00000136826","KLF4",-0.802469734723307,2.99248200815266e-07,0.00669388300403669
"ENSG00000143850","PLEKHA6",-0.972822062640709,3.04497653959196e-07,0.00681130802141325
"ENSG00000128805","ARHGAP22",-0.756799606656397,3.0766714487415e-07,0.00688220636368987
"ENSG00000077264","PAK3",-1.20925321905459,3.09476821690451e-07,0.0069226870243937
"ENSG00000138496","PARP9",-0.5083531431951,3.12311615005123e-07,0.0069860985160496
"ENSG00000181830","SLC35C1",0.619439582273351,3.16795278199994e-07,0.00708639357805567
"ENSG00000100014","SPECC1L",0.488950988689197,3.22887438152829e-07,0.00722266910404064
"ENSG00000093183","SEC22C",0.545385412760071,3.24682334769323e-07,0.00726281914645498
"ENSG00000105552","BCAT2",0.740801293241431,3.2741115205669e-07,0.0073238600603561
"ENSG00000272695","GAS6-DT",0.808144347654042,3.29361408018256e-07,0.00736748533596037
"ENSG00000170584","NUDCD2",0.602759540078364,3.34175238569049e-07,0.00747516591155106
"ENSG00000145911","N4BP3",-1.37442127907151,3.353886776024e-07,0.00750230932928809
"ENSG00000070018","LRP6",-0.461485254682685,3.38733289072665e-07,0.00757712494326645
"ENSG00000171877","FRMD5",-1.28782997929528,3.38875331482262e-07,0.00758030228992671
"ENSG00000130227","XPO7",-0.423691321830185,3.39764114692865e-07,0.0076001834815647
"ENSG00000114626","ABTB1",0.569562754550794,3.39813696728565e-07,0.00760129258212127
"ENSG00000020129","NCDN",-0.502897434607848,3.46110897632654e-07,0.00774215466914484
"ENSG00000112218","GPR63",1.41210832371516,3.50615697225741e-07,0.0078429225312426
"ENSG00000080824","HSP90AA1",-0.399619651755436,3.53649092456492e-07,0.00791077654915927
"ENSG00000143702","CEP170",-0.48119358393295,3.55388890007342e-07,0.00794969408057423
"ENSG00000105792","CFAP69",0.837896343330508,3.68172473868028e-07,0.00823565006795392
"ENSG00000023608","SNAPC1",0.725167595224133,3.72032873062233e-07,0.00832200333752908
"ENSG00000085377","PREP",0.53557345462478,3.76553814860409e-07,0.00842313228461248
"ENSG00000122970","IFT81",0.55254540157449,3.77392200453121e-07,0.00844188613193587
